Time,Price,Signal_Mode,Side,4H_Trend,1H_Stoch,1H_ADX,5m_EMA_Diff,Decision,Reason
2025-10-20 01:48:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:49:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:50:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:51:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:52:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:53:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:54:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:55:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:56:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:57:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:58:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 01:59:00,221.01,SNIPER_FVG,SHORT,BAJISTA,0.0,43.9,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:00:00,220.78,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:01:00,220.78,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:02:00,220.74,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:03:00,220.68,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:04:00,220.84,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 02:05:00,220.84,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.22,REJECTED,1H Agotado (Stoch)
2025-10-20 02:06:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.22,REJECTED,1H Agotado (Stoch)
2025-10-20 02:07:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.22,REJECTED,1H Agotado (Stoch)
2025-10-20 02:08:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.22,REJECTED,1H Agotado (Stoch)
2025-10-20 02:09:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.22,REJECTED,1H Agotado (Stoch)
2025-10-20 02:10:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.2,REJECTED,1H Agotado (Stoch)
2025-10-20 02:11:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.2,REJECTED,1H Agotado (Stoch)
2025-10-20 02:12:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.2,REJECTED,1H Agotado (Stoch)
2025-10-20 02:13:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.2,REJECTED,1H Agotado (Stoch)
2025-10-20 02:14:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.2,REJECTED,1H Agotado (Stoch)
2025-10-20 02:15:00,220.89,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.19,REJECTED,1H Agotado (Stoch)
2025-10-20 02:16:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.19,REJECTED,1H Agotado (Stoch)
2025-10-20 02:17:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.19,REJECTED,1H Agotado (Stoch)
2025-10-20 02:18:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.19,REJECTED,1H Agotado (Stoch)
2025-10-20 02:19:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.19,REJECTED,1H Agotado (Stoch)
2025-10-20 02:20:00,221.04,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.15,REJECTED,1H Agotado (Stoch)
2025-10-20 02:21:00,221.04,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.15,REJECTED,1H Agotado (Stoch)
2025-10-20 02:22:00,221.04,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.15,REJECTED,1H Agotado (Stoch)
2025-10-20 02:23:00,221.04,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.15,REJECTED,1H Agotado (Stoch)
2025-10-20 02:24:00,221.06,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.15,REJECTED,1H Agotado (Stoch)
2025-10-20 02:25:00,221.06,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.11,REJECTED,1H Agotado (Stoch)
2025-10-20 02:26:00,221.06,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.11,REJECTED,1H Agotado (Stoch)
2025-10-20 02:27:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.11,REJECTED,1H Agotado (Stoch)
2025-10-20 02:28:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.11,REJECTED,1H Agotado (Stoch)
2025-10-20 02:29:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.11,REJECTED,1H Agotado (Stoch)
2025-10-20 02:30:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.14,REJECTED,1H Agotado (Stoch)
2025-10-20 02:31:00,220.87,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.14,REJECTED,1H Agotado (Stoch)
2025-10-20 02:32:00,220.72,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.14,REJECTED,1H Agotado (Stoch)
2025-10-20 02:33:00,220.72,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.14,REJECTED,1H Agotado (Stoch)
2025-10-20 02:34:00,220.73,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.14,REJECTED,1H Agotado (Stoch)
2025-10-20 02:35:00,220.73,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.13,REJECTED,1H Agotado (Stoch)
2025-10-20 02:36:00,220.82,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.13,REJECTED,1H Agotado (Stoch)
2025-10-20 02:37:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.13,REJECTED,1H Agotado (Stoch)
2025-10-20 02:38:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.13,REJECTED,1H Agotado (Stoch)
2025-10-20 02:39:00,220.9,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.13,REJECTED,1H Agotado (Stoch)
2025-10-20 02:40:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.09,REJECTED,1H Agotado (Stoch)
2025-10-20 02:41:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.09,REJECTED,1H Agotado (Stoch)
2025-10-20 02:42:00,221.09,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.09,REJECTED,1H Agotado (Stoch)
2025-10-20 02:43:00,221.1,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.09,REJECTED,1H Agotado (Stoch)
2025-10-20 02:44:00,221.1,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.09,REJECTED,1H Agotado (Stoch)
2025-10-20 02:45:00,221.1,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 02:46:00,221.13,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 02:47:00,221.14,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 02:48:00,221.14,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 02:49:00,221.14,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 02:50:00,221.18,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.01,REJECTED,1H Agotado (Stoch)
2025-10-20 02:51:00,221.23,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.01,REJECTED,1H Agotado (Stoch)
2025-10-20 02:52:00,221.23,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.01,REJECTED,1H Agotado (Stoch)
2025-10-20 02:53:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.01,REJECTED,1H Agotado (Stoch)
2025-10-20 02:54:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,-0.01,REJECTED,1H Agotado (Stoch)
2025-10-20 02:55:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.03,REJECTED,1H Agotado (Stoch)
2025-10-20 02:56:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.03,REJECTED,1H Agotado (Stoch)
2025-10-20 02:57:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.03,REJECTED,1H Agotado (Stoch)
2025-10-20 02:58:00,221.24,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.03,REJECTED,1H Agotado (Stoch)
2025-10-20 02:59:00,221.27,SNIPER_FVG,SHORT,BAJISTA,1.0,42.1,0.03,REJECTED,1H Agotado (Stoch)
2025-10-20 03:00:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 03:01:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 03:02:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 03:03:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 03:04:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.05,REJECTED,1H Agotado (Stoch)
2025-10-20 03:05:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.07,REJECTED,1H Agotado (Stoch)
2025-10-20 03:06:00,221.27,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.07,REJECTED,1H Agotado (Stoch)
2025-10-20 03:07:00,221.28,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.07,REJECTED,1H Agotado (Stoch)
2025-10-20 03:08:00,221.28,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.07,REJECTED,1H Agotado (Stoch)
2025-10-20 03:09:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.07,REJECTED,1H Agotado (Stoch)
2025-10-20 03:10:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.08,REJECTED,1H Agotado (Stoch)
2025-10-20 03:11:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.08,REJECTED,1H Agotado (Stoch)
2025-10-20 03:12:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.08,REJECTED,1H Agotado (Stoch)
2025-10-20 03:13:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.08,REJECTED,1H Agotado (Stoch)
2025-10-20 03:14:00,221.29,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.08,REJECTED,1H Agotado (Stoch)
2025-10-20 03:15:00,221.38,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:16:00,221.85,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:17:00,221.98,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:18:00,222.02,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:19:00,222.15,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:20:00,222.15,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:21:00,222.22,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:22:00,222.22,SNIPER_FVG,SHORT,BAJISTA,19.7,39.6,0.0,REJECTED,1H Agotado (Stoch)
2025-10-20 03:24:00,222.88,SNIPER_FVG,LONG,BAJISTA,19.7,39.6,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 03:25:00,222.81,SNIPER_FVG,LONG,BAJISTA,19.7,39.6,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 03:26:00,222.81,SNIPER_FVG,LONG,BAJISTA,19.7,39.6,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 04:08:00,227.16,SNIPER_FVG,LONG,BAJISTA,20.5,35.6,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 04:10:00,227.33,SNIPER_FVG,SHORT,BAJISTA,20.5,35.6,0.0,AUTHORIZED,FVG + Filtros OK + Gatillo OK
2025-10-20 07:07:00,232.49,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:08:00,232.15,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:09:00,232.41,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:14:00,233.11,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:16:00,233.14,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:17:00,233.01,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:18:00,233.0,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:20:00,233.21,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:23:00,233.19,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:24:00,232.99,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:25:00,232.93,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:26:00,232.86,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:27:00,233.1,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:28:00,233.2,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:29:00,233.11,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:30:00,233.03,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:31:00,233.15,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:32:00,233.02,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:33:00,233.1,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:36:00,233.3,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:37:00,232.98,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:38:00,232.78,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:39:00,232.72,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:40:00,232.68,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:41:00,232.53,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:42:00,232.6,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:43:00,233.05,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:44:00,233.2,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:45:00,233.0,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:46:00,233.16,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:47:00,233.11,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:48:00,233.05,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:49:00,232.99,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:50:00,232.99,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:51:00,233.29,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:52:00,233.27,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:53:00,233.16,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:54:00,232.99,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:55:00,232.95,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:56:00,233.01,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 07:57:00,233.21,SNIPER_FVG,LONG,BAJISTA,66.1,31.7,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:00:00,233.31,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:01:00,233.09,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:02:00,232.67,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:03:00,232.73,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:04:00,232.68,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:05:00,232.85,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:06:00,232.97,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:07:00,232.8,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:08:00,233.12,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:09:00,233.13,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:10:00,232.98,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:11:00,232.79,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:12:00,232.83,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:13:00,232.7,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:14:00,233.04,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:15:00,233.16,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:16:00,233.05,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:17:00,233.29,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:20:00,232.94,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:21:00,233.0,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:22:00,232.79,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:23:00,232.67,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:24:00,232.65,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:25:00,232.81,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:26:00,232.66,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:27:00,232.85,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:28:00,232.8,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:29:00,233.17,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:30:00,233.2,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:36:00,234.76,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:37:00,234.58,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:38:00,234.43,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:40:00,233.9,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:41:00,233.41,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:42:00,233.13,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:43:00,232.85,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:44:00,233.18,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:45:00,233.85,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:46:00,233.31,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:47:00,233.34,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:48:00,233.67,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:49:00,233.52,SNIPER_FVG,SHORT,BAJISTA,60.4,32.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-20 08:50:00,233.27,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:51:00,233.58,SNIPER_FVG,SHORT,BAJISTA,60.4,32.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-20 08:52:00,233.55,SNIPER_FVG,SHORT,BAJISTA,60.4,32.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-20 08:53:00,233.4,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:54:00,233.3,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:55:00,233.21,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:56:00,232.9,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:57:00,233.11,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:58:00,233.13,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 08:59:00,233.06,SNIPER_FVG,LONG,BAJISTA,60.4,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:00:00,232.85,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:01:00,232.7,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:02:00,232.52,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:03:00,232.58,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:04:00,232.64,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-20 09:05:00,232.3,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.22,REJECTED,Contra Tendencia 4H
2025-10-20 09:06:00,232.28,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.22,REJECTED,Contra Tendencia 4H
2025-10-20 09:07:00,232.43,SNIPER_FVG,LONG,BAJISTA,61.9,32.2,0.22,REJECTED,Contra Tendencia 4H
